ProductID;ProductName;Category;Brand;UnitCost;ListPrice
100214;Monitor Plus 777;Screens;Kronos;€ 87,51;€ 150,93
100215;HDD Ultra 266;Storage;Spectra;€ 49,31;€ 82,33
100216;Power Bank Prime 520;Power;Orion;€ 94,25;€ 159,25
100217;Plug Max 339;Smart Home;Spectra;€ 135,83;€ 187,73
100218;Plug Mini 572;Smart Home;Nexus;€ 193,51;€ 335,47
100219;HDMI Cable Ultra 936;Cables;Ion;€ 53,93;€ 86,48
100220;Mic Prime 667;Audio;Aegis;€ 233,90;€ 393,78
100221;HDMI Cable Max 881;Cables;Helios;€ 44,28;€ 65,84
100222;HDMI Cable Ultra 327;Cables;Orion;€ 205,09;€ 371,93
100223;Adapter Pro 614;Accessories;Nova;€ 96,62;€ 139,10
100224;Monitor S 426;Screens;Atlas;€ 233,05;€ 414,69
100225;Controller X 393;Gaming;Orion;€ 229,76;€ 345,64
100226;SSD Prime 181;Storage;Aether;€ 9,66;€ 12,67
100227;SSD Ultra 894;Storage;Ion;€ 75,58;€ 103,99
100228;Stand Ultra 912;Accessories;Nexus;€ 157,59;€ 188,65
100229;Sensor Pro 835;Smart Home;Spectra;€ 40,18;€ 59,14
100230;Surge Protector S 291;Power;Atlas;€ 167,77;€ 203,71
100231;Mousepad Pro 994;Gaming;Helios;€ 120,18;€ 195,50
100232;Headset Pro 907;Gaming;Kronos;€ 21,55;€ 28,68
100233;Display Mini 145;Screens;Spectra;€ 91,31;€ 128,19
100234;HDD Prime 930;Storage;Aether;€ 38,04;€ 64,17
100235;Sensor Max 144;Smart Home;Aegis;€ 198,82;€ 360,73
100236;Mousepad Ultra 359;Gaming;Kronos;€ 13,97;€ 22,84
100237;Mic Pro 379;Audio;Atlas;€ 35,50;€ 50,62
100238;Webcam Ultra 291;Office;Aether;€ 126,57;€ 192,78
100239;Ethernet Cable Plus 534;Cables;Kronos;€ 24,34;€ 38,99
100240;NVMe Max 205;Storage;Ion;€ 24,62;€ 40,52
100241;Speaker Ultra 806;Audio;Aether;€ 113,76;€ 168,97
100242;Headset Ultra 754;Gaming;Spectra;€ 245,11;€ 456,13
100243;Display Mini 131;Screens;Nova;€ 39,98;€ 64,20
100244;Camera X 341;Smart Home;Aegis;€ 195,74;€ 278,88
100245;Scanner Pro 795;Office;Spectra;€ 115,23;€ 164,57
100246;Bulb X 507;Smart Home;Helios;€ 82,02;€ 111,47
100247;Screen X 630;Screens;Aegis;€ 99,81;€ 156,83
100248;Speaker Prime 726;Audio;Kronos;€ 74,97;€ 137,75
100249;Sensor Plus 973;Smart Home;Nexus;€ 23,14;€ 29,61
100250;Bulb Mini 826;Smart Home;Helios;€ 20,91;€ 32,55
100251;Mic X 620;Audio;Orion;€ 59,94;€ 113,22
100252;SSD Prime 469;Storage;Nexus;€ 140,74;€ 200,79
100253;HDMI Cable Plus 416;Cables;Orion;€ 102,55;€ 173,07
100254;Plug Ultra 943;Smart Home;Ion;€ 145,85;€ 181,44
100255;Mousepad Prime 796;Gaming;Helios;€ 131,75;€ 164,19
100256;HDMI Cable X 543;Cables;Spectra;€ 128,20;€ 230,91
100257;Panel X 268;Screens;Ion;€ 44,68;€ 82,71
100258;Router Max 356;Networking;Atlas;€ 53,09;€ 99,13
100259;Headphones Max 614;Audio;Orion;€ 162,04;€ 258,27
100260;UPS X 962;Power;Orion;€ 231,36;€ 273,21
100261;Stand Pro 889;Accessories;Helios;€ 146,31;€ 239,71
100262;Surge Protector Pro 742;Power;Nova;€ 138,67;€ 226,23
100263;Soundbar S 404;Audio;Aether;€ 116,12;€ 193,51
100264;USB Drive Ultra 575;Storage;Aether;€ 54,99;€ 88,26
100265;Mousepad Mini 233;Gaming;Atlas;€ 191,36;€ 293,97
100266;Screen S 225;Screens;Atlas;€ 70,53;€ 94,22
100267;Screen Max 984;Screens;Aegis;€ 155,77;€ 208,14
100268;HDD Mini 881;Storage;Atlas;€ 44,04;€ 83,54
100269;Plug Max 123;Smart Home;Aether;€ 27,06;€ 39,10
100270;Bulb S 149;Smart Home;Nexus;€ 17,38;€ 26,44
100271;Camera Pro 541;Smart Home;Kronos;€ 37,81;€ 50,98
100272;Controller Mini 510;Gaming;Nova;€ 17,53;€ 27,55
100273;Controller Max 495;Gaming;Ion;€ 128,54;€ 221,51
100274;Speaker Plus 199;Audio;Spectra;€ 101,51;€ 177,25
100275;Gamepad Mini 303;Gaming;Ion;€ 152,60;€ 221,43
100276;Keyboard Pro 830;Accessories;Aegis;€ 86,59;€ 130,34
100277;Bulb X 727;Smart Home;Orion;€ 83,04;€ 119,97
100278;Surge Protector Mini 825;Power;Kronos;€ 142,92;€ 215,26
100279;Stand Mini 212;Accessories;Atlas;€ 245,08;€ 389,13
100280;Dock Prime 771;Accessories;Spectra;€ 196,81;€ 340,90
100281;Surge Protector Pro 274;Power;Nexus;€ 133,44;€ 225,63
100282;Printer S 686;Office;Orion;€ 237,31;€ 292,47
100283;Adapter Mini 255;Accessories;Aether;€ 106,18;€ 138,34
100284;Ethernet Cable Prime 844;Cables;Spectra;€ 20,26;€ 25,40
100285;Repeater Mini 638;Networking;Ion;€ 97,32;€ 181,75
100286;Bulb Mini 792;Smart Home;Ion;€ 194,14;€ 328,23
100287;Speaker Prime 352;Audio;Spectra;€ 73,36;€ 100,79
100288;Soundbar S 424;Audio;Kronos;€ 122,55;€ 192,45
100289;Soundbar Plus 504;Audio;Kronos;€ 205,50;€ 383,45
100290;NVMe Pro 831;Storage;Kronos;€ 24,36;€ 44,90
100291;Speaker S 947;Audio;Aether;€ 136,95;€ 253,33
100292;Speaker Plus 348;Audio;Orion;€ 17,44;€ 31,90
100293;Router Pro 523;Networking;Nexus;€ 85,92;€ 129,25
100294;USB Drive X 768;Storage;Aegis;€ 234,08;€ 423,40
100295;Bulb Max 392;Smart Home;Nexus;€ 163,24;€ 298,88
100296;Monitor S 279;Screens;Spectra;€ 107,38;€ 190,94
100297;Keyboard Prime 866;Accessories;Nova;€ 240,72;€ 444,02
100298;Hub Max 717;Accessories;Aegis;€ 31,29;€ 59,05
100299;Speaker Prime 971;Audio;Aether;€ 128,53;€ 174,11
100300;Screen X 763;Screens;Atlas;€ 68,03;€ 87,73
100301;Gamepad S 725;Gaming;Kronos;€ 214,76;€ 391,46
100302;Printer Mini 510;Office;Ion;€ 168,97;€ 217,73
100303;HDD Mini 106;Storage;Aether;€ 68,89;€ 91,39
100304;Headphones Max 367;Audio;Atlas;€ 165,15;€ 275,73
100305;Dock Prime 263;Accessories;Helios;€ 104,33;€ 159,30
100306;Mic Max 729;Audio;Helios;€ 59,11;€ 110,42
100307;Bulb Prime 525;Smart Home;Orion;€ 176,98;€ 324,69
100308;Ethernet Cable S 872;Cables;Nexus;€ 150,97;€ 262,77
100309;HDMI Cable Mini 677;Cables;Aether;€ 32,49;€ 57,56
100310;HDMI Cable X 435;Cables;Nexus;€ 214,35;€ 317,53
100311;Router Prime 622;Networking;Spectra;€ 114,14;€ 136,02
100312;USB Drive Ultra 677;Storage;Ion;€ 19,15;€ 28,66
100313;Mic Ultra 936;Audio;Aegis;€ 5,74;€ 7,54
100314;Panel Ultra 817;Screens;Aegis;€ 20,62;€ 39,09
100315;Panel Pro 518;Screens;Aether;€ 49,10;€ 61,45
100316;Chair Ultra 990;Office;Atlas;€ 229,69;€ 329,17
100317;Panel X 221;Screens;Ion;€ 48,73;€ 75,67
100318;HDMI Cable S 874;Cables;Orion;€ 10,57;€ 14,52
100319;HDMI Cable Ultra 353;Cables;Nova;€ 117,85;€ 149,24
100320;Repeater Pro 729;Networking;Helios;€ 192,68;€ 349,29
100321;Mouse S 203;Accessories;Nexus;€ 150,52;€ 223,50
100322;Adapter Pro 549;Accessories;Nexus;€ 62,41;€ 81,94
100323;Keyboard Max 935;Accessories;Orion;€ 229,52;€ 363,12
100324;Charger Mini 409;Power;Spectra;€ 219,68;€ 415,04
100325;USB-C Cable Ultra 381;Cables;Nexus;€ 19,93;€ 37,10
100326;SSD Prime 452;Storage;Nova;€ 235,69;€ 389,72
100327;USB-C Cable Ultra 252;Cables;Atlas;€ 78,47;€ 101,06
100328;HDMI Cable S 407;Cables;Aether;€ 215,10;€ 270,65
100329;Plug Ultra 670;Smart Home;Aegis;€ 134,85;€ 194,36
100330;Headphones Mini 560;Audio;Nexus;€ 212,55;€ 259,17
100331;Repeater Max 789;Networking;Aegis;€ 153,22;€ 180,75
100332;Screen S 313;Screens;Nexus;€ 218,02;€ 305,17
100333;Stand S 220;Accessories;Nexus;€ 187,99;€ 322,54
100334;Repeater S 345;Networking;Spectra;€ 140,26;€ 242,88
100335;Webcam Mini 367;Office;Aether;€ 93,11;€ 168,73
100336;Bulb Prime 308;Smart Home;Helios;€ 95,82;€ 139,94
100337;Power Bank X 367;Power;Nexus;€ 140,56;€ 223,21
100338;Scanner X 437;Office;Kronos;€ 61,35;€ 96,77
100339;Access Point Mini 881;Networking;Aether;€ 206,29;€ 386,77
100340;Bulb X 273;Smart Home;Aether;€ 39,29;€ 61,29
100341;SSD Pro 959;Storage;Ion;€ 212,44;€ 394,90
100342;Keyboard Ultra 962;Accessories;Aegis;€ 159,52;€ 191,58
100343;USB Drive S 482;Storage;Aegis;€ 19,81;€ 32,26
100344;Power Bank Prime 106;Power;Aether;€ 135,39;€ 197,47
100345;Hub Max 393;Accessories;Ion;€ 9,20;€ 16,19
100346;Printer Plus 636;Office;Orion;€ 41,48;€ 53,67
100347;USB-C Cable Mini 914;Cables;Kronos;€ 102,24;€ 146,18
100348;Scanner S 407;Office;Aether;€ 172,59;€ 308,23
100349;Adapter Ultra 486;Accessories;Helios;€ 140,41;€ 167,38
100350;Adapter Plus 965;Accessories;Orion;€ 111,31;€ 193,49
100351;Charger Pro 316;Power;Helios;€ 225,81;€ 376,93
100352;Power Bank Max 176;Power;Aether;€ 172,69;€ 234,91
100353;HDMI Cable Pro 970;Cables;Spectra;€ 82,05;€ 153,52
100354;Power Bank Ultra 406;Power;Orion;€ 44,80;€ 59,60
100355;Chair Mini 873;Office;Ion;€ 186,24;€ 324,59
100356;Monitor Mini 200;Screens;Ion;€ 112,09;€ 199,41
100357;Headset Ultra 130;Gaming;Spectra;€ 160,36;€ 278,65
100358;Bulb S 666;Smart Home;Aether;€ 235,58;€ 347,22
100359;UPS Plus 917;Power;Nova;€ 65,38;€ 78,79
100360;Speaker Ultra 857;Audio;Orion;€ 100,46;€ 142,71
100361;Screen Max 468;Screens;Aegis;€ 191,53;€ 234,94
100362;Screen Ultra 670;Screens;Orion;€ 140,91;€ 205,17
100363;Hub Mini 195;Accessories;Helios;€ 151,25;€ 262,92
100364;Chair Max 497;Office;Aegis;€ 195,90;€ 331,78
100365;Ethernet Cable X 489;Cables;Nexus;€ 46,53;€ 62,89
100366;Headphones X 271;Audio;Aether;€ 111,50;€ 163,44
100367;Bulb Mini 352;Smart Home;Helios;€ 181,62;€ 276,40
100368;Power Bank Prime 238;Power;Nexus;€ 79,64;€ 148,26
100369;Headset Ultra 550;Gaming;Spectra;€ 87,01;€ 153,28
100370;UPS Max 717;Power;Orion;€ 237,08;€ 308,36
100371;Headset Ultra 398;Gaming;Orion;€ 185,04;€ 300,63
100372;Surge Protector Mini 387;Power;Nexus;€ 205,04;€ 296,22
100373;Display S 798;Screens;Spectra;€ 193,07;€ 225,93
100374;Bulb Prime 951;Smart Home;Nexus;€ 174,74;€ 308,28
100375;Webcam X 347;Office;Aether;€ 66,91;€ 84,68
100376;Chair Plus 712;Office;Nova;€ 122,41;€ 177,57
100377;USB-C Cable Pro 818;Cables;Nova;€ 224,40;€ 348,42
100378;Panel S 270;Screens;Helios;€ 163,51;€ 193,47
100379;Printer Ultra 110;Office;Atlas;€ 29,16;€ 38,39
100380;USB-C Cable S 483;Cables;Ion;€ 100,83;€ 174,36
100381;UPS X 125;Power;Ion;€ 123,28;€ 169,09
100382;Panel X 419;Screens;Helios;€ 89,05;€ 154,79
100383;USB-C Cable Mini 199;Cables;Aether;€ 112,35;€ 187,91
100384;Controller Max 929;Gaming;Helios;€ 179,14;€ 209,05
100385;Gamepad X 628;Gaming;Helios;€ 47,74;€ 60,63
100386;HDMI Cable Prime 916;Cables;Nova;€ 104,24;€ 134,30
100387;Scanner Pro 560;Office;Nova;€ 150,09;€ 216,37
100388;Router Max 691;Networking;Nexus;€ 29,93;€ 53,99
100389;HDD Mini 568;Storage;Atlas;€ 32,92;€ 54,42
100390;Plug Mini 725;Smart Home;Ion;€ 101,17;€ 125,01
100391;Headset X 729;Gaming;Aether;€ 149,59;€ 247,43
100392;Headset S 219;Gaming;Helios;€ 49,85;€ 83,25
100393;Ethernet Cable Ultra 241;Cables;Nova;€ 145,83;€ 213,97
100394;Sensor X 601;Smart Home;Ion;€ 75,76;€ 97,75
100395;Bulb Pro 109;Smart Home;Spectra;€ 123,73;€ 160,40
